       1   0.1798558  28.3883359  19.9173920   1.1715623   5 0.02903680000  10.40887000 13.40139000    322.4265126      9.4399341   0.2599E+12     28.6608403     43.4442000      0.0122197    -24.2840760    -24.2346760     64.7089216   0.7370E+13 0.000     24.4882828     16.4680134
       2   0.2469034 -43.3797775  22.2299158   3.0332275   4 0.03844160000  10.14208000 12.46709000    478.5170708      9.6867600   0.3634E+12     97.1810172    121.7266000      0.0230700    -25.1593719    -23.7313719    214.0408991   0.5370E+14 0.000     92.5479666     27.8711669
       3   7.2256616   2.7595237  23.1779764   9.0200496   5 0.01414650000   8.57844000 11.52653000    174.7315803      8.2683009   0.1813E+12    109.3550574     50.0574000      0.0259810    -24.5571811    -22.2491111     62.1565211   0.2079E+13 0.000     91.7339411      7.2952874
       4   9.8510827   0.8746844  20.9970816   2.7908014   4 0.01403805000   9.32603000 12.06891000    130.2450551      8.6348060   0.1272E+12     33.5790809     45.5582000      0.0317223    -23.7924508    -22.9731408     66.4477172   0.1235E+13 0.000     29.5984542     15.5784031
       5  14.1787725 -52.9445267  21.2910023   2.8544623   4 0.02522080000   9.50488000 12.29201000    533.9031405      8.8797498   0.3283E+12     60.9208606     92.1543000      0.0156535    -24.8845316    -24.3083816    113.3645606   0.3540E+14 0.000     57.9816705     21.4207479
       6  14.4536491  -5.0395337  22.8090978   5.6876344   6 0.01782900000  10.20084000 11.72582000    293.6610317      8.9008085   0.1612E+12     86.5415741     85.8032000      0.0264982    -23.4375312    -23.2978212    153.0909384   0.1446E+14 0.000     67.3054866     30.9113499
       7  17.2425267 -45.8030903  21.0542937   2.0900610   4 0.02534420000   9.86571000 12.86271000    290.5102597      9.3198680   0.2199E+12     44.8186446     44.8510000      0.0140013    -24.5297347    -23.7988647     69.7308642   0.6448E+13 0.000     36.8686576      4.2055779
       8  18.4812141 -31.8006376  21.1512713   3.6512830   4 0.01897145000   8.79029000 11.25246000    292.9732219      8.2054129   0.3447E+12     59.0398274     85.7744000      0.0265515    -24.9803667    -24.1499867    144.2910868   0.1357E+14 0.000     46.8069163     36.4270417
       9  21.5232429  34.6942725  22.0821879   5.3164308   4 0.01581765000   9.20697000 11.63907000    257.1440762      8.3204561   0.2154E+12     71.9320071     92.1468000      0.0324985    -24.1622853    -24.0354853    130.8825617   0.9482E+13 0.000     62.5537519     25.5655854
      10  25.8500026 -34.2447212  23.1988037   5.5464647   4 0.01262710000  10.10719000 12.47199000    148.9242414      9.3450915   0.5370E+11     60.1228250     62.5200000      0.0380726    -22.7775986    -22.1823686    102.1984831   0.2483E+13 0.000     51.3290555     12.5256920
      11  31.9132518   2.1418691  22.5665763   3.7993826   4 0.02348960000  10.40268000 11.76201000    443.1383083      9.5343802   0.1552E+12     75.6722203     89.1279000      0.0182404    -23.8239901    -23.2266201    163.2324985   0.3512E+14 0.000     65.5480561     26.4150036
      12  32.4549821 -10.2270864  22.8165026   8.9680252   5 0.01292230000   9.03664000 10.61047000    146.8380343      7.9193876   0.2093E+12     99.4520604     63.7507000      0.0393736    -23.9023106    -23.3942106     85.1908007   0.2012E+13 0.000     80.2845123      9.5935324
      13  39.2330574   7.3746717  23.3755701   7.1860715   4 0.02104955000   9.48372000 11.51594000    325.0667976      8.9594815   0.2127E+12    128.6174403    168.3216000      0.0469598    -24.5097461    -23.2484361    201.5865604   0.2334E+14 0.000    108.9706496     54.5031867
      14  40.5223334 -15.0767589  21.0289811   1.7948343   4 0.02480550000  10.56660000 12.74474000     72.7426811      9.6252283   0.1593E+12     37.6931749     53.3281000      0.0664854    -23.7829355    -23.7711555     77.4001043   0.4487E+12 0.000     35.8699577     10.4058739
      15  41.2829484 -17.7078328  22.9101085   6.8038287   4 0.02472375000   9.75335000 12.00917000    218.1432142      8.6127107   0.4032E+12    142.4293552    164.2873000      0.0683001    -24.5879853    -24.5210753    295.9310396   0.1543E+14 0.000    125.2888618     35.5455392
      16  45.9586403 -12.0405051  21.5206963   4.2237332   4 0.01216840000   8.72787000 11.16762000    395.5938871      8.2585830   0.1348E+12     44.1439113     67.7052000      0.0155214    -24.0742477    -22.8584277     96.2968878   0.1651E+14 0.000     44.4195877     14.3731717
      17  46.7727474  -9.5877563  21.7496736   3.5175765   4 0.01618285000   9.86524000 11.99959000    330.1510612      8.8848249   0.1348E+12     48.6719122     65.7345000      0.0180568    -23.5638715    -23.3260615    120.0708773   0.1434E+14 0.000     40.2962744     27.6335101
      18  46.8720067 -66.8062875  23.4809849   8.3794773   4 0.01861290000   9.55398000 11.43819000    173.9040780      8.7312694   0.2047E+12    132.9868659    194.2766000      0.1013141    -24.1775359    -23.7419159    379.0145250   0.1256E+14 0.000    115.2217407     85.6442415
      19  49.4353096 -10.3323618  22.5789232   3.4852641   4 0.02962550000  10.06093000 12.82407000    440.2131970      9.7341138   0.2046E+12     86.9324593    103.5448000      0.0213316    -24.6670730    -22.8070530    129.9619656   0.2759E+14 0.000     77.3259550     27.4180031
      20  50.1697768  -1.0717978  21.8697442   2.2741232   4 0.02097450000  10.51675000 12.50966000     87.1207409      9.9520433   0.8453E+11     40.5609387     47.9257000      0.0498891    -23.4716881    -22.3299481     59.0140336   0.4907E+12 0.000     35.3609447     14.0647129
      21  51.3417059  -6.1583349  22.1245320   2.9248525   4 0.03447220000  10.44339000 13.01314000    157.4308581      9.6603813   0.3021E+12     84.4170903    116.7484000      0.0672543    -24.6345392    -24.2646992    189.3116422   0.5141E+13 0.000     80.6737114     29.1405446
      22  56.6316358  -4.2109939  23.3818633  14.5726547   5 0.01306570000   8.18115000 10.07333000    144.7109613      7.4305390   0.3347E+12    163.3730908    140.4632000      0.0880279    -24.7800518    -23.6871918    218.8938347   0.5022E+13 0.000    126.5346064     51.2149727
      23  72.9376546  -3.8772782  22.8349216   4.1691367   4 0.01545405000  10.14302000 12.08972000     82.6260970      9.6010600   0.6378E+11     55.1350008     74.5434000      0.0818185    -23.1944673    -21.8458773    113.4720368   0.8487E+12 0.000     47.7813229     27.2825924
      24  74.8559664 -11.1333980  22.6011479   9.1622107   6 0.01275380000   9.03358000 11.77951000    356.8046875      7.6575156   0.2584E+12    100.2994907     99.9090000      0.0253941    -23.8730854    -23.6731854    109.2883730   0.1524E+14 0.000     66.9360953     37.3470484
      25  90.9830227 -32.1107563  23.1620183   4.6130400   4 0.03190705000  10.09293000 12.41382000    459.6879868      9.7084512   0.2465E+12    123.5986004    129.2572000      0.0255006    -24.8143556    -22.9378256     77.7183804   0.1799E+14 0.000    119.1816048     11.4330622
      26 100.9236367 -74.2460909  21.3657782   3.0467756   4 0.02154155000   9.53817000 11.20589000    376.5420850      8.8129450   0.2539E+12     55.7747016     59.9750000      0.0144450    -24.5058532    -23.4421632     94.8718446   0.1474E+14 0.000     49.7969218     11.2835595
      27 106.1449307  64.0625811  22.9866079   5.6343954   4 0.01490530000   9.55447000 11.54406000     66.4650107      9.0987404   0.9344E+11     71.9112299     94.3637000      0.1287570    -23.6890597    -21.9259297    147.1319750   0.7121E+12 0.000     68.4089975     17.3735896
      28 111.6361081  85.6282861  22.7111136  11.1513501   4 0.00726005000   7.73652000 10.61253000    262.3066421      7.3408454   0.1122E+12     69.9006974     83.2486000      0.0287824    -23.9497982    -22.4361782    146.5191356   0.1104E+14 0.000     59.4195075     27.0573090
      29 115.2350241  55.4320536  19.3849935   0.8665006   4 0.03586645000   9.90205000 12.66500000    435.9272512      9.5625181   0.3551E+12     25.9787312     32.2143000      0.0067018    -25.2530023    -23.3484023     54.0412967   0.1125E+14 0.000     22.1154008      9.2967468
      30 136.2718319  18.3614360  23.5050369   8.7677678   5 0.01396970000   9.01347000 11.95345000    391.4113126      8.6569608   0.1235E+12    104.9889018    142.0405000      0.0329108    -24.0934863    -22.0261963    233.2478118   0.3915E+14 0.000     79.2313764     62.2581704
